4 8 10 8 8 188 133 4 8 5 0 0 0.0 0 0.0 1
5 5 23 11 7 0 0 5 0 0 0 0 0.0 0 160.514 0
14 30 9 10 17 132 43 7 0 0 30 44 1.4666666666666666 1 12485.066 0
9 25 1 2 2 0 0 4 0 0 17 20 1.1764705882352942 1 0.0 1
6 12 11 15 22 6 2 2 0 0 6 9 1.5 2 7494.973 1
14 30 9 19 27 0 0 6 0 0 30 378 12.6 11 7627.916 1
8 16 1 1 3 4 0 3 0 0 7 16 2.2857142857142856 1 0.0 1
13 29 8 8 15 11 7 14 169 0 2 5 2.5 0 14771.293 0
11 25 15 17 17 7 5 5 0 0 8 8 1.0 6 2978.935 0
14 30 101 97 106 135 80 13 0 0 9 15 1.6666666666666667 3 6570.515 0
13 28 28 45 52 1 1 3 0 0 4 4 1.0 1 17309.048 1
3 3 0 0 0 0 0 10 24 29 1 1 1.0 0 0.0 0
14 30 64 73 83 19 4 6 0 0 30 71 2.3666666666666667 3 13457.267 0
6 9 0 1 1 34 13 7 0 0 1 2 2.0 0 294.609 0
1 1 4 2 1 0 0 10 0 0 0 0 0.0 0 0.0 0
14 28 16 15 18 6 2 7 0 0 2 2 1.0 2 1376.846 0
2 2 0 0 0 2 0 2 0 0 1 1 1.0 0 0.0 1
12 27 7 6 7 0 0 10 0 0 16 26 1.625 3 3318.817 1
13 26 4 4 2 8 3 7 0 0 25 121 4.84 4 2477.326 1
1 3 0 0 0 2 1 11 0 0 0 0 0.0 0 0.0 0
14 30 35 41 59 845 445 8 0 0 4 7 1.75 1 4863.287 0
3 3 7 3 2 0 0 10 0 0 1 2 2.0 0 0.0 1
1 3 0 0 0 2 0 10 0 0 0 0 0.0 0 0.0 0
14 30 30 27 29 596 19 12 0 0 30 177 5.9 3 20888.223 1
14 30 23 23 21 12 3 4 538 0 12 16 1.3333333333333333 4 6590.412 1
5 13 6 6 15 7 2 6 39 0 5 6 1.2 1 7733.333 1
14 14 46 52 31 1 0 9 0 0 15 43 2.8666666666666667 14 0.0 1
14 30 27 23 38 331 286 9 1207 0 11 13 1.181818181818182 0 2214.178 1
10 22 2 10 7 6 0 5 0 0 4 5 1.25 0 0.0 1
14 30 145 171 205 88 45 5 6 2 14 20 1.4285714285714286 2 31572.207 1
14 30 36 48 70 26 15 7 0 0 30 275 9.166666666666666 0 16657.449 1
14 30 17 14 29 2 1 9 0 0 26 45 1.7307692307692308 3 4097.683 1
14 30 62 58 61 1 1 12 14 2 20 27 1.35 2 7267.203 0
5 9 0 0 0 37 10 8 0 0 1 1 1.0 0 0.0 0
14 30 37 62 64 10 7 10 0 0 26 80 3.0769230769230766 4 21276.965 0
8 12 4 5 6 8 2 7 4 3 1 1 1.0 0 0.0 1
14 29 41 57 77 2 1 4 0 0 29 58 2.0 5 6747.009 1
14 30 24 17 28 82 54 14 11 0 30 244 8.133333333333333 4 4952.262 1
4 8 0 0 0 4 4 10 0 0 1 1 1.0 0 0.0 0
1 2 0 0 0 6 2 7 0 0 0 0 0.0 0 0.0 0
3 3 5 2 1 1 0 10 1 0 4 32 8.0 3 0.0 0
14 30 52 46 47 307 137 16 158 0 29 43 1.4827586206896552 4 1307.607 1
14 30 49 58 69 15 15 5 0 0 13 22 1.6923076923076923 3 13613.455 1
14 30 10 23 44 4 3 16 0 1 28 46 1.6428571428571428 4 0.0 0
14 30 36 41 79 40 10 3 598 8 27 42 1.5555555555555556 1 1920.03 0
14 30 47 55 133 113 9 31 39 7 30 44 1.4666666666666666 1 1337.506 0
6 13 16 16 36 100 61 9 2623 24 8 11 1.375 0 5340.037 1
12 28 14 15 27 2 2 17 0 0 5 7 1.4 2 0.0 1
14 30 31 46 64 21 9 5 193 0 30 130 4.333333333333333 1 21182.082 1
14 28 16 13 18 0 0 6 0 0 29 450 15.517241379310345 5 4772.933 0
11 27 6 6 5 5 4 2 0 0 20 61 3.05 1 0.0 1
13 27 28 29 30 14 2 2 1168 0 0 0 0.0 0 2990.885 0
14 30 76 82 105 242 66 11 326 0 30 707 23.566666666666666 28 11350.127 1
1 2 0 0 0 2 0 21 0 0 0 0 0.0 0 0.0 0
14 30 54 39 46 32 13 5 0 0 28 38 1.3571428571428572 3 7106.02 1
14 29 42 44 46 71 5 10 10 1 24 36 1.5 3 6139.924 1
12 27 2 3 4 3 1 7 0 0 24 35 1.4583333333333333 2 2239.276 1
6 8 6 5 3 1 0 3 0 0 1 1 1.0 1 137.346 0
7 10 35 28 19 30 29 14 0 0 3 10 3.333333333333333 2 11828.459 0
